57,@romlipintar @yogaJFT96 @yunartowijaya Politik dinasti gimane? Yg milih ttp rakyat koq,Neutral
58,@PartaiSocmed Politik dinasti adalah politik kerajaan Dipilih raja diganti jg sama raja Masih ingat pilitik dinasti banten? Yg milih rakyat Yg sengsara yg enak rakyat Kalo gak suka gak usah pilih Kok repot Yg menghujat karna bersebrangan dan takut kalah s,Negative
59,@kompascom Yup betul jawaban Kaesang.. klo yg milih presiden bs jd dinasti politik.. kan masyarat sendiri yg milih... Sama kayak presiden yg ngajuin partai tp klo TDK di pilih rakyat y gak bakal jd presiden,Positive
60,@Tweetone7 @Wandixxx69 @frdlh___ @gibran_tweet @PDI_Perjuangan @jokowi Begini kawan. Yg milih itu rakyat.. Lo pahami politik dinasti n nepotisme.. Klo nepotisme iya klo politik dinasti ya jelas gak ada.. Jgn bacot. Laporkan aja. Atau kalian hanya modal fr,Positive
61,@Dennysiregar7 Tidak ada politik dinasti di era pemilihan langsung... karena yg milih kan rakyat,Negative
62,@abu_waras Secara KK nya jg udh berbeda,Positive
63,@FyCrypto @kompascom Bukan nyalahin,Positive
64,@yunartowijaya Kn yg milih rakyat..apa salahnya...jmn pk harto yg milih orang dalam...itu dinamakan dinasti politik..,Negative
65,Dinasti politik bagaimana lah wong sekarang yg milih rakyat langsung kok?g lembaga survei g baser beras raskin kok sewotnya sekarang!!! kemarin anda pada kemana pas Gibran rencana mau nyalon Cawalkot??tidur kah kalian??🤔🤔🖌️🙇kok koar2 nya sekarang 🤣🤣🤣,Positive
66,@Uwaisalatas @democrazymedia Bukan politik dinasti kan nanti yg milih rakyat ...,Neutral
67,@Fahrihamzah Baru jadi cawapres udah dibilang politik dinasti,Neutral
68,@_nusaena @frdlh___ @gibran_tweet Kan yg dirubah syarat,Neutral
69,@nabildetra @kompascom Emang guoblok kok Yg milih rakyat Yg nentuin rakyat Yg ngambil keputusan rakyat  Menggonggong dinasti politik  Satu kata untuk mereka GUOBLOK,Neutral
70,@CNNIndonesia Politik dinasti itu ya sah secara hukum. Tp cacat secara logika. Bayangkan diantara ratusan juta rakyat indonesia kita dipaksa milih itu itu lagi.,Negative
71,@AfzanJf @kumparan itulah bodohnya Menggonggong dinasti politik sedangkan yg milih y rakyat bukan diwariskan..dinasti politik dimananya?  Kan tggl jgn pilih saja  Guoblok yg menggonggong dinasti politik,Negative
72,Jangan mau dibohongi sama [redacted] ttg politik dinasti. Yg nentuin calon bukan rakyat. Yg nentuin popularitas bukan melalui proses yg organik. Kita cuma disuruh milih apa yg dipilihin sama parpol &amp  sistem itu sendiri yg bikin kaderisasi rusak,Positive
73,Kenapa bisa disebut politik dinasti klo yg milih rakyat sendiri..🤔,Neutral
74,"@dennyindrayana Heran sama orang yg heboh bilang Politik Dinasti""",Positive
75,@andry19633 @RamliRizal Dinasti politik sebelum putusan MK sdh banyak contohnya di indonesia coba lihat di beberapa parpol dan kepala2 daerah. Jadi gak usah ribut,Positive
76,@strike_bravo_b @lunar_lioness @roan_gylberth tp ya om elektabilitas msh bisa dikejar ga sih. apalagi klo prab milih gibran yg nanti promosi penerus bpknya ,Positive
77,@venomousveina Politik dinasti terjadi yah karena rakyat yang milihnya juga. Kan kalo rakyat ga milih ga akan kepilih itu anak/cucu/menantu orang yang lagi/pernah berkuasa.,Neutral
78,@blusteiry @PartaiSocmed bejir politik dinasti tuh ketika pa jokowi milih langsung anakny jadi pejabat,Negative
79,@GunRomli Yg milih rakyat tapi kenapa dibilang dinasti politik,Neutral
80,Saya rasa politik dinasti itu seperti apa ci..la sekrang eranya demokrasi og masih aja ngomong politik dinasti.kan ada mekanisme pilihan rakyat y klo gk mau milih y monggo yg mau milih y monggo.kan gitu,Positive
81,@CttnDmkrs @karniilyas Sopo yg milih dia,Neutral
82,Dengan lolosnya putusan MK,Neutral
83,Kalau anda ga setuju Politik Dinasti,Negative
84,@PartaiSocmed Disini gua udah makin yakin pilpres ini bakal dicurangi hasilnya. Krn polemik MK ini harusnya bakal buat elektabilitas yg bersangkutan jeblok krn masayarakat geram liat politik dinasti,Negative
85,@kumparan @kumparanplus Orang bodoh yg menyebut dinasti politik @jokowi ,Negative
86,@detikcom mreka tau politik dinasti nggk ya? wong yg milih rakyat langsung,Neutral
87,@catchmeupid Politik dinasti,Neutral
88,@AlissaWahid @gibran_tweet @jokowi Kata nya yg milih kan tetep rakyat. Itu kan bukan politik dinasti,Neutral
89,Dinasti itu tidak ada dalam demokrasi,Neutral
90,@rayestu kalo masih milih si nganu jr,Neutral
91,@PolJokesID @gibran_tweet @EmilDardak @Dennysiregar7 Dulu pas di bilang dinasti politik di bela,Neutral
92,@sipalingmade Loh ini kan hasil demokrasi bkn dinasti politik,Neutral
93,@rayasemesta23 @gibran_tweet Politik Dinasti apaan sih anj wkwk,Neutral
94,@Dennysiregar7 Politik dinasti tahap 1 gagal oleh MK,Negative
95,@dennyindrayana bacot kwkwwk sakit hati ya lu,Negative
96,@Kanjeng2022 apa apa kok politik dinasti,Neutral
97,"gabisa dibilang politik dinasti karena rakyat yang milih""  argumentasi tolol ala2 buzzer gini masi ae dipake""",Negative
98,@Dennysiregar7 Siapa menghianati siapa ? Mau framing terus Politik dinasti,Negative
99,Dinasti Politik kalau ga ada rakyat yang milih susah,Negative
100,Pemilu 5tahun sekali dan dipilih langsung oleh Rakyat dan cuman bs terpilih 2x terus  msh Oon sih bilang Dinasti politik?? emang yg Milih cmn yg bilang Dinasti politik sj? apa Rkyt akan milih krn dish duit? dll?? wong Ketum @PDI_Perjuangan  tdk jd meski pernah RI_1 @jokowi,Positive
101,@Levyazlin @PartaiSocmed Politik dinasti apa bahayanya sih? Bukannya yang milih rakyat juga?,Negative
102,@Ahlikomik Ngomong dinasti politik tp ga paham faktanya,Neutral
103,@RamliRizal Karena rakyat mayoritas yg milih presiden,Neutral
104,@Dennysiregar7 Memang udh rusak demokrasi di nkri era skrg,Negative
105,@KitoPlg95013 @WagimanDeep212_ @pengarang_sajak Ya memang itu aja,Positive
106,@YosefArdi1 @valanchie @pengarang_sajak @kaesangp Lu tidak setuju y itu hak elu..   Tp Gibran,Negative
107,@UmarSyadatHsb__ Klo rakyat cerdas mereka g bkal pilih Prabowo Gibran knpa,Positive
108,@ekowboy2 @Fahrihamzah Politik dinasti peler lu korengan! Knp gak lu bikin hoax mesin KPU Pilkada njing? Nyali lu ciut mau nyalahin rakyat Solo,Negative
109,@RamliRizal Hilang akal sehat rakyat di nkri klo skrg milih calon politik dinasti/karbitan,Negative
110,@tvOneNews Bukan politik dinasti kalo yang milih rakyat🤭  Pertanyaan sederhana,Neutral
111,"@Dennysiregar7 Kalau dilihat  aku rasa dinasti politik "" sudah ada dr jaman dulu. Cuma ada dinasti politik yg jd negatif karena cari untung dr uang rakyat / yg positif bisa menjalankan program dg lumayan baik &amp  ada terobosan jelas. Lgpun yg milih lgs ",Positive
112,@03__nakula Klo rakyat yg milih salah klo d sebut dinasti politik krn rakyat tau yg terbaik buat mereka,Positive
113,Yg mau Nyapres itu Prabowo,Neutral
114,@PutraBachtiar9 @DiniHrdianti @jokowi Dinasti politik itu klo sanak sodaranya diangkat dan dipilih sendiri ,Neutral
115,@ArifinSMSiregar @Dennysiregar7 Kalo mereke dijadikan pake SK Presiden baru namanya politik dinasti / nepotisme Lha bobi,Neutral
116,Jika tdk ingin yg dianggap politik dinasti ya jgn dipilih donk pak... Klo rakyat mayoritas yg milih apakah jg bisa dianggap politik dinasti... klo rakyat menganggap dia mampu apakah dianggap politik dinasti. Hrsnya kita kritik DPR jgn sampai mandul utk mengawasi pemerintah.,Negative
117,@Umar_Hasibuan__ Blok yang milih itu RAKYAT !? NIE ORANG PASTI GAK BISA BEDAIN OPLAS AMA DIGEBUKIN,Positive
118,@narkosun @gibran_tweet @kaesangp ngatain dinasti politik itu ya aslinya salah,Negative
119,@Chamomileyz @tobiin @partai_hijau Bedalah. Dinasti politik itu kayak ketum partai nunjuk anaknya buat jadi ketum baru. Kalo walikota kan yg milih rakyat. Bukan presiden nunjuk anaknya kemudian anaknya jd walkot. Yg milih kan rakyat bukan presiden yg mili,Positive
120,@Okki_Sutanto Ini dia pemikiran usang. Dinasti poltik jaman kuno yg tidak berguna bagi bangsa dan negara. Tpi jaman skrng sudah beda bung. Meskipun itu dinasti politik. Klo ga bsa kerja. Ga ada hasil ya rakyat ga milih. Ayo perbarui pengetahuan dilapangan,Negative
121,Ah elah ada2 saja bajer partai penyefonk jokowi. Antitesis dinasti politik,Positive
122,@MelodiAsyik @Tan_Mar3M @DadangRusdi Nggak ada tu khianat2..Makanya jadi partai besar.. Jgn dinasti politik biar rakyat banyak milih.. Jd gak tergantung partai lIn,Positive
123,"@yaniarsim Jaman now kok politik dinasti...la.wong yg milih rakyat....ya suka rakyat....piye to kowe.kie😃😃😃""",Positive
124,@tvOneNews Guoblog sak emak buapaknya yg mampus itu si @RamliRizal ini. Dinasti politik itu jika orang tuanya yg nunjuk langsung tanpa proses pilihan dari rakyat/warga,Negative
125,@iskandarplenet @ch_chotimah2 @prabowo Rakyat hanya milih dari yang disodorkan partai coy. Btw perluas otakmu ya. Bukan dinasti ala kerajaan. Klo loe sempit pemahamannya kaya gitu ya ga bakal kena. Ini politik dinasti. Faham ya.,Positive
126,@amaludinmzr @tvOneNews Emangnya Gibran sama Tommy diangkat langsung oleh presiden Jokowi ya? Kan rakyat yg milih... Masih ada aja yg percaya dinasti politik,Positive
127,@Andikermit @Okki_Sutanto Sama seperti dinasti politik di daerah contoh Atut di Banten ,Positive
128,@valkyrie7650 @Andikermit @Okki_Sutanto Bener,Positive
129,@RizkiR4madani @ganjarpranowo @kaesangp Mau nyalon silahkan mas asal ada yang milih. Depok aman dan toleran,Positive
130,@04_zainal Sing panik sopo ? Silahkan kaesang nyalon jadi walikota depok. Asal ada yang mau milih saja. Rakyat jabar dan depok makmur,Positive
131,@BiLLRaY2019 Di jabar aman mas,Positive
132,@yaniarsim @PKSejahtera @kaesangp @Gamal_Albinsaid Dinasti politik lagi... yg akan milih rakyat koq... kalo gk suka yg jgn dipilih! Dr mana dinastinya?,Negative
133,@AndiSinulingga Politik orba?? Hehehhehehhe.... setiap insan yg punya qualifikasi dan sdh dibuktikan dgn dipilihnya oleh rakyat pemilih,Neutral
134,Iya politik dinasti di era skrg kan (demokrasi yg benar bukan Orba apalagi Kerajaan) tergantung juga sama Rakyat yg Cerdas apa Bodoh,Positive
135,Lantas merusak demokrasi di bagian mananya? Toh tak ada yang dilanggar oleh mereka,Negative
136,Giliran Banten dibilang dinasti politik,Neutral
137,@RamliRizal Yang milih rakyat Pak RamliRizal,Neutral
138,anak mantan disamain sm yg lagi bkuasa @muchlis_ar 🤦🏻‍♀️  dinasti politik itu,Positive
139,@dennyindrayana Bibit dinasti politik sdh tersemai di partai Demokrat . Klo berkuasa berbahaya. Tapi tunggu dulu... rakyat milih gk?  Klo rakyat milih silakan saja.,Negative
140,@temponewsroom Dasar penulis bloon. Politik dinasti tu kalo anak atau keluarga dari presiden ditunjuk langsung sama presiden buat menduduki jabatan pemerintahan . kalo masih Ikut pilkada namanya yg milih rakyat. Bikin fitnah aja lu jadi penulis.,Negative
141,@temponewsroom Menjadi kepala daerah bukanlah dinasti politik.. krn dipilih rakyat.. kl rakyat gak suka ya gak usah milih... beda hal nya dgn menteri,Negative
142,@BuniYani Dinasti politik gimana? Kan yg milih Rakyat...trus menang juga engga pake jualan agama.. Jualan ayat dan mayat..  🤣🤣🤣.. Hahaha,Positive
143,@berlianidris Politik dinasti itu ketika Jokowi jadi kepala negara .terus anak nya di jadikan perdana menteri anak nya jadi gubernur dan seluruh keluarga nya dia yang nunjuk untuk di jadikan kepala negara daerah   Lah ini rakyat yang milih kok dinasti .ke,Neutral
144,@Rizaldy_Hary @PartaiSocmed Ya misal parpol A,Positive
145,Saat Gibran ditanya soal politik dinasti dulu,Neutral
146,Ya kan golongan mereka adalah manusia malas berfikir atau gak punya pikiran,Positive
147,@democrazymedia Ya sdh jlas lah min,Positive
148,@willsarana Klu mw tw soal dinasti politik,Neutral
149,@dindrige @maxwalden_ Lah gw kan menjawab tuduhan dinasti politik..ya kembali ke pilihan rakyat..mau milih dia ga..,Positive
150,@sigitwid @kaesangp @psi_id ratu Atut juga yg milih rakyat tapi ttep disebut politik dinasti  banyak sebutan politik dinasti hasil demokrasi,Neutral
151,@iwanfals Katanya dinasti politik... Katanya nepotisme...   Padahal itu kan demokrasi.. yg milih rakyat.  Partai juga bukan milik keluarganya.  Bagaimana pendapat Bang @iwanfals ?,Positive
152,@pencinta_ikan22 @republikaonline @kaesangp Yg milih kan rakyat knpa d bilang politik dinasti  wkwk mikir drunn ,Neutral
153,@republikaonline Semua WNI berhak untuk mencalonkan dirinya untuk menjadi pemimpin di negeri ini ( yg milih rakyat) ,Neutral
154,@YanHarahap Dinasti politik itu seperti Demokrat,Positive
155,@bonjurno31 @akhirpekann @inilahdotcom @jokowi @kaesangp emang gw kapan pernah bilang banten politik dinasti? itu terserah rakyat bamtrn lah mo milih pemimpinnya kek apa,Neutral
156,@arkaatmaja7 @endonesa345 @editya77 @HusinShihab @kaesangp @psi_id Politik dinasti? Ini kan pemilihan umum,Neutral
157,Politik dinasti itu kalo ditunjuk oleh keluarganya yg berkuasa.... Kalo rakyat yg milih... secara sah oleh konstitusi dan demokrasi . Ga ada yg salah..... yg jelas dalam hal ini ada yg ketakutan dari partai turun temurun berkuasa disana tanpa kemajuan apapun....,Positive
158,@KompasTV Demokrasi dibilang politik dinasti.  Ampun deh....🤕 Itu kan yang milih Rakyat.   Puskapol UI ini sepertinya simpatisan PKS nih...  Atau pembenci keluarganya Jokowi.,Negative
159,@bung_madin Politik dinasti salah siapa jadinya? Yg milih mereka kan rakyat nya sendiri,Negative
160,@bonjurno31 @bengben78051813 @gibran_tweet Kalo goblok jangan diumbar,Negative
161,@tommymks @Gus_Raharjo Dinasti politik apa dah,Neutral
162,@bung_madin Ya sekarang yg milih siapa min... Kan orang orang Banten yg coblos mereka2 orang.. kecuali ada calon diluar kluarga mereka yg suara nya dikerjai nah itu yg masalah.. sekarang klo Banten gk maju krna politik dinasti yg milih ya rakyat bantennya,Positive
163,@bung_madin Yg bikin dinasti politik itu krn rakyat nya yg milih. Jng salahkan yg terpilih.kalonrakyat menolak mk tdknada dinasti itu.,Negative
164,@dirhalamsyah @chyntiaaasari @Bambang77197468 nah ini jugaaaa😆 atas nya begitu rakyat nya pun milih yang ngasih amplop dan besar,Positive
165,@plandiahastaken @Tokopedika @PartaiSocmed Politik dinasti?  Setiap WNI berhak utk maju pilkada Rakyat suka,Positive
166,@Janganndidenger @soccatton Lah kenapa bingung sih. Politik dinasti bukannya udah dicontohkan dr lini teratas,Negative
167,@BismaPancasona @TsamaraDKI Terus kenapa? Apa hubungannya ama Politik dinasti?! G pinter2 y,Positive
168,@bachrum_achmadi Taruh otak pada otak pda tempty jgn di pantat biar bisa berpikir waras.politik dinasti yg milih yg berkuasa langsung.ini kan yg mlih rakyt ,Neutral
169,@abu_waras Ngaku muslim tapi tiap hari kerjaannya bikin fitnah ,Neutral
170,@bachrum_achmadi Sekarang emang kalian gak teriak dinasti politik???  AHY gagal emang rakyat gak milih karena dipandang gak mampu &amp  hedon... Kenapa muncung kau jd kyk tai pitek?  Gerombolan kau bani Kadroen pe'ak 😂😂😂👎👎👎🤮🤮🤮,Negative
171,@agis_official @msaid_didu Goblog klo dbilang politik dinasti... Sangat tolol... Otaknya kotor juga pikirannya bebel... Yg milih rakyat kok ... Bodoh serta memalukan otakmu.,Negative
172,Dinasti Jokowi itu anak-mantu masuk politik dan bertarung di Pilkada,Negative
173,@bachrum_achmadi Politik dinasti SBY bukan dulu saja,Neutral
174,@_ekokuntadhi Walaupun Politik Dinasti..yg milih juga rakyat..,Neutral
175,@KakekHalal Lah merusak pemandangan sapa juga yg mau milih puan politisi dinasti,Neutral
176,@BangMan75921199 @RikyAbimanyu @RamliRizal Apapun ngelesnya,Negative
177,Menurut saya dinasti politik gk masalah yg milih rakyat.langsung kalau dinasti atut itu menguasai semua lini bisnis proyek dari bapak anak isteri bahkan seluruh keluarganya. Kalau JKW lihat saja  kinerjanya ini kan baru mulai..jngn buat opini perbandingan..,Positive
178,@campusteast @emilsalim2010 Wkwkwk dinasti politik..letak dinasti politik  nya di mana yaa?..mereka kan yg milih rakyat nya kok,Positive
179,pada repot bahas politik dinasti sampe ga sadar kalo yang milih itu rakyat langsung.,Neutral
180,Dinasti politik,Neutral
181,@4Y4NKZ @CEMpl0k Politik Dinasti tu klo Pak Jokowi berhenti jadi presiden,Negative
182,@kompascom Dinasti politik gmna pas ampas,Positive
183,@niryoyo Klu rakyat peduli mrk gak akan milih calon dr dinasti politik,Positive
184,@aimrod Padahal pendapat soal politik dinasti juga subjektif,Neutral
185,Dinasti Pemerintahan  Halal mergo seng milih rakyat secara langsung dan sah.  Kwi ra ono masalah e.   Masalah e neng proses kampanye dan fasilitas  Gonaku wae ndug sekilo iso go serangan fajar 🤭🤭  Yakin rakyat masih bisa memilih sendiri tanpa money politik?,Negative
186,Dinasti politik itu terjadi dalam kerajaan biasanya....lha ini pemilu dan lgsung oleh rakyat....ingat rakyat yang milih...bukan penguasa...  Terus dinastinya dimana coba....mari kita pikir pke otak yg bener dan kepala dingin.....,Positive
187,@bintangemon Politik dinasti atau apa pun itu tdk menyalahi aturan tergantung rakyat mau milih paslon dri keluarga sana atau sini itu bagian dri demokrasi.Di Amerika negara demokrasi tertua masih bnyk politik dinasti contohnya keluarga Bush yg nguasai Tex,Positive
188,@RachlanNashidik Politikus bodoh ini ga paham apa arti demokrasi dan dinasti politik,Negative
189,@a7ibayu disitu yang dilarang ikut proyek pemerintah om,Neutral
190,@ayu_gie2008 @adearmando1 iri bilang drunn yg milih rakyat kok politik dinasti tolol lo emang ga ada lawan 🤣🤣,Negative
191,@mazzini_gsp @tempodotco Tinggal masy yang menentukan mau milih siapa. Kalo suka kerjanya dipilih kalo engga ya engga. Dinasti Politik ga cuma salah Parpol atau mereka calon wakil rakyat. Tapi ada salah masy yang memilih dan ga mau maju jadi wakil rakyat ,Negative
192,@detikcom Kalo orang bilang di nasti politik ambil kaca pak sebeye . Kenpa ahaye ga masuk dki 1. Dimana coba . Rakyat yang milih kok dinasti. Mikiiiiiirrrr...... kadroooooonnnnn...,Neutral
193,Semua balik ke rakyat mau milih atau ga. Kalo ga ada rakyat yg milih terus tbtb jadi ya ini emang patut dipertanyakan,Positive
194,@Bebe_Rider @ellmoyyy @gabusrangers @okkymadasari Mrk mengira Politik Dinasti versi mereka ga melibatkan partisipasi rakyat sbg konstituen 😄.  Biar bininya presiden pun mengajukam diri buat gantiin klo ga ada yg milih ya Percuma,Negative
195,@yunaidi_indra @Fahrihamzah Dalam sistem demokrasi gak ada dinasti politik om. Yang milih rakyat. Bukan cuma bapaknya,Negative
196,Dinasti politik di sisi lain adalah keniscayaan. Modal sosial itu diturunkan melalui keluarga. Tapi mereka memperoleh jabatan publik bukan berdasarkan penunjukkan. Yang milih tetap rakyat. Bukan bapaknya. Masalahnya di mana?,Positive
197,@Gus_Raharjo Calon presiden 2024 dari pdip dan calon walikota solo 2020 pasti menang opo meneh solo kandang banteng,Positive
198,Yg pasti loe yg Goblok!! Emang loe ngerti ga apa itu Dinasti Politik?? Ini Demokratis yg milih rakyat!!,Negative
199,Politik dinasti atau regenerasi?  Sebenernya mau mereka2 yang maju juga gak masalah,Positive
200,@PartaiSocmed Selama rakyatnya ga bener,Neutral
201,Bagi urang,Neutral
202,@PolitrikBelajar dinasti politik di negara demokrasi itu berarti cuma fiktif aja ya berarti,Neutral
203,@ustadtengkuzul Kenapa sinis dgn politik dinasti di amerika biasa saja dgn dinasti Kennedy,Negative
204,"@ardicandaa Klu saya pribadi tdk sependapat Mas Gibran Solo""",Neutral
205,@kompasiana Kenapa ngga sekalian masukin Gibran ma Kaesang jadi Menteri? toh itu prerogatif Presiden...  Kenapa hrs milih jalan yg sulit lewat pemilu daerah minta suara rakyat Solo dulu bwat majuin karier politik Gibran?  Itu yg ente maksud sbg politik Di,Negative
206,@CongPadi @msaid_didu Nah,Negative
207,@RamliRizal Emang kalau rakyat yg milih masuk kategori politik dinasti ya??? Kalau boleh ngasih saran pk RR jd menantu pk jokowi aja!!! Kan lumayan bs ditunjuk lngsng jd RT,Positive
208,@kurawa Menurutku itu bukan dinasti politik beda krn yg milih rakyat,Neutral
209,@The_Jaksh @MardaniAliSera Yaudah tinggal rakyat gausah milih gibran,Positive
210,@JustNandang @IndraJPiliang dinasti politik itu apa sih? pemilihan walkot ini bukannya dipilih langsung oleh rakyat? kalo gak suka kan tinggal gak usah milih,Negative
211,@SamudraVenus Kuasa dinasti : ngapain aj bebas Netter : beropini tp ga dianggep Rakyat klaten : mereka gabisa ap²slain milih yg mreka tau/prnh liat/prnh berjabat Strategi politik : mereka ga pduli sama opini aplgi kritik,Negative
212,Kuasa dinasti : ngapain aj bebas Rakyat klaten : mereka gabisa ap²slain milih yg mreka tau/prnh liat/prnh berjabat Strategi politik : mereka ga pduli sama opini aplgi kritik,Negative
